iter	Logloss
682	0.01934152587
683	0.0193122124
684	0.01926158372
685	0.01923976681
686	0.01922189063
687	0.01916717915
688	0.0191205868
689	0.01909337843
690	0.01904612406
691	0.01902820842
692	0.01893783296
693	0.01890227289
694	0.01886164079
695	0.01882584232
696	0.01877019456
697	0.01869253757
698	0.01866669333
699	0.01863696914
700	0.01861719418
701	0.01858795196
702	0.01856226
703	0.01855310704
704	0.01848547383
705	0.01845177559
706	0.01840459134
707	0.01835003355
708	0.01831218759
709	0.01826217998
710	0.01824031872
711	0.01818359775
712	0.01815601312
713	0.01810330761
714	0.01799983941
715	0.01793276115
716	0.01784889596
717	0.01781026047
718	0.01775069686
719	0.01770629773
720	0.01765237432
721	0.01759994571
722	0.01754863847
723	0.01750142176
724	0.01745807677
725	0.01742994365
726	0.01738014426
727	0.01733743474
728	0.01727528026
729	0.017230924
730	0.01714545772
731	0.01710329582
732	0.01706817333
733	0.01704259775
734	0.01697016323
735	0.01690692795
736	0.01685512884
737	0.01680719125
738	0.01677154245
739	0.01673101186
740	0.01671976997
741	0.01671332901
742	0.01669917865
743	0.01665649901
744	0.0166107486
745	0.0165849011
746	0.01654564914
747	0.01650147027
748	0.01645893536
749	0.01642464749
750	0.01636586274
751	0.01630693777
752	0.01625852569
753	0.01623401707
754	0.01620072448
755	0.01616894124
756	0.01611784496
757	0.01608540532
758	0.01606089678
759	0.01603744315
760	0.0159906553
761	0.01594529514
762	0.0159215861
763	0.01590205738
764	0.0158497844
765	0.01579548989
766	0.0157258797
767	0.01569639924
768	0.01565163949
769	0.01560309255
770	0.01557398345
771	0.01556115999
772	0.01549969041
773	0.01543198817
774	0.0154183777
775	0.0154029075
776	0.01536165534
777	0.01533398342
778	0.01529490577
779	0.01524236914
780	0.01521680361
781	0.01517512792
782	0.01511198367
783	0.01509646677
784	0.01507248056
785	0.01503270094
786	0.01499377693
787	0.01495599861
788	0.01493426907
789	0.0148827633
790	0.014828639
791	0.0147805193
792	0.01474789729
793	0.01471968953
794	0.01471065957
795	0.01467061013
796	0.01463709156
797	0.01460181442
798	0.01456304876
799	0.0145271608
800	0.0145074912
801	0.01447323691
802	0.01443722686
803	0.01439969384
804	0.01437483428
805	0.01433429684
806	0.0143125868
807	0.01428723515
808	0.0142562403
809	0.01421351646
810	0.01419579392
811	0.01415534763
812	0.01411923275
813	0.01410728931
814	0.01408019209
815	0.01405139188
816	0.0140047073
817	0.01397359238
818	0.01392946764
819	0.01388622838
820	0.01384013914
821	0.01382378412
822	0.01380528357
823	0.01377236805
824	0.01373091949
825	0.01370186838
826	0.01368016966
827	0.0136715314
828	0.01362328342
829	0.01360164493
830	0.01357135676
831	0.01354635101
832	0.01351158351
833	0.01347840479
834	0.01344963328
835	0.01340981701
836	0.01338948125
837	0.01337566552
838	0.01336815075
839	0.01334421056
840	0.01332554499
841	0.01328326641
842	0.01326464743
843	0.01325356446
844	0.01322473651
845	0.01319129483
846	0.01315366917
847	0.01313931462
848	0.01312967996
849	0.01310331872
850	0.01305379452
851	0.01301939463
852	0.01299349837
853	0.01297707648
854	0.01294403935
855	0.01291388988
856	0.01287809541
857	0.01284405734
858	0.01280229431
859	0.01275153671
860	0.01270816304
861	0.01267277713
862	0.01264591571
863	0.01262566201
864	0.01260064533
865	0.0125763176
866	0.01251618344
867	0.0125069371
868	0.0124810039
869	0.01247193019
870	0.0124311017
871	0.01241730941
872	0.01239890778
873	0.0123923858
874	0.0123734222
875	0.01233989363
876	0.01232396116
877	0.01228895802
878	0.01225270275
879	0.01222477898
880	0.01219490244
881	0.01217075331
882	0.01215270882
883	0.01212807696
884	0.01207145808
885	0.01204680391
886	0.01202766582
887	0.01201630931
888	0.01199291161
889	0.01195878988
890	0.01193578198
891	0.01190178339
892	0.01186481369
893	0.01185085699
894	0.01183623113
895	0.01182127948
896	0.01178418795
897	0.01176778286
898	0.01173376806
899	0.01172299531
900	0.01169938052
901	0.01166810695
902	0.01162854644
903	0.0115930961
904	0.01155629462
905	0.01153145568
906	0.01151313463
907	0.01148859648
908	0.0114623308
909	0.01143326143
910	0.01139256195
911	0.01137683428
912	0.01136487879
913	0.01132206588
914	0.0112933649
915	0.01127867978
916	0.01125255992
917	0.01121929731
918	0.01119090651
919	0.0111601509
920	0.01113213211
921	0.01111646221
922	0.01110081841
923	0.01108594994
924	0.01108214884
925	0.01106766888
926	0.01103689249
927	0.01102912254
928	0.01099642013
929	0.01097684202
930	0.01094000192
931	0.01092347504
932	0.01090913831
933	0.01088317442
934	0.01085616205
935	0.01084114842
936	0.01081378417
937	0.01079937373
938	0.01077541398
939	0.01076446808
940	0.0107640205
941	0.01074308063
942	0.01071870428
943	0.01069173077
944	0.01067127924
945	0.01064609964
946	0.01062763997
947	0.01060736043
948	0.01057997163
949	0.01054544308
950	0.01052722521
951	0.01051389124
952	0.01049890171
953	0.01046865323
954	0.0104329809
955	0.01041446379
956	0.01038685901
957	0.01037349912
958	0.01035930609
959	0.01034489877
960	0.01032199012
961	0.01028547575
962	0.01026904555
963	0.01024752218
964	0.01022846918
965	0.01022522197
966	0.01019888799
967	0.01017706604
968	0.01015883265
969	0.01012599702
970	0.01012036101
971	0.01010501559
972	0.0100872758
973	0.01006229483
974	0.01005289523
975	0.01003093977
976	0.01000126601
977	0.009994012075
978	0.009978557107
979	0.009959899566
980	0.00994542544
981	0.009941625556
982	0.009913482635
983	0.009907849464
984	0.009877127602
985	0.009852882755
986	0.009825825663
987	0.009825811872
988	0.00980789637
989	0.009806155881
990	0.009791368772
991	0.009769355864
992	0.00976060157
993	0.009743414546
994	0.009711248433
995	0.009685877873
996	0.009659275516
997	0.009647304972
998	0.00962772047
999	0.009615872365
