2025-05-06T21:44:59.965486,Dataset\Test\Real\real_1.jpg,Real,1.0
2025-05-06T21:45:02.081484,Dataset\Test\Real\real_1.jpg,Real,1.0
2025-05-06T21:45:03.963527,Dataset\Test\Fake\fake_1.jpg,Real,1.0
